Date,Mine Days Work_days,Mine Tons per Day_tpd,Feed Tonnage_tons,Feed Grade_Au gpt,MCF_%,Mill Days Work_days,Mill Tons per Day_tpd,Milled Tonnage_tons,Milled Grade_Au gpt,Gold Recovered_Au oz,Gold Recovery_%,Gold Tails_Solid_Au gpt,Gold Tails_Solution_Au gpt,Gold Tails_Total_Au gpt
2018-06-17,1,,552,3.337391304,1.119324404,1,,1004.004763,3.735623533,98.75496017,0.819,0.649670588,0.019247662,0.676250693
2018-06-18,1,,1440,5.086458333,0.974524856,1,,1893.584458,4.956880072,263.6383078,0.8736,0.608848763,0.011864057,0.626429391
2018-06-19,1,,2256,4.188085106,1.198382574,1,,1889.55776,5.01892821,257.7818868,0.8455,0.74298525,0.022699363,0.775650187
2018-06-20,1,,1650,3.949709091,0.974090708,1,,1703.981852,3.847374924,167.7508968,0.7959,0.732795281,0.038054691,0.785346997
2018-06-21,1,,1566,4.123563218,1.008918031,1,,1768.360877,4.160337283,191.8443436,0.8111,0.726913491,0.042793129,0.786008764
2018-06-22,1,,1734,3.019307958,1.118508823,1,,1481.754974,3.37712259,127.9514186,0.7953,0.656116132,0.025475058,0.691295974
2018-06-23,1,,1710,3.181824561,1.067913323,1,,1763.683992,3.397912841,158.1244228,0.8207,0.592423569,0.01238159,0.609305014
2018-06-24,1,,1764,4.016462585,0.98380649,1,,1847.241687,3.951421958,198.8292241,0.8473,0.580485768,0.016718884,0.603573751
2018-06-25,1,,1578,5.436692015,0.790226128,1,,1788.520048,4.29621608,213.4762179,0.8641,0.567996667,0.011392389,0.583729014
2018-06-26,1,,1590,4.293396226,0.816108455,1,,1719.600302,3.503876961,161.5679045,0.834,0.55017643,0.023003808,0.581495922
2018-06-27,1,,1518,6.222648221,0.692648581,1,,1371.080391,4.310108463,166.5568449,0.8766,0.516553606,0.011152477,0.531700676
2018-06-28,1,,1764,4.569795918,0.972735969,1,,1590.605589,4.445204859,197.9053476,0.8706,0.550269882,0.018099453,0.575264365
2018-06-29,1,,2790,5.16972043,0.892589213,1,,1825.865429,4.614436688,237.5128042,0.8768,0.552880864,0.011253465,0.568421363
2018-06-30,1,,1896,4.096898734,1.133631603,1,,1842.7944,4.644373878,237.8762954,0.8645,0.602379532,0.019833358,0.629392417
2018-07-01,1,,1674,5.055877704,1.005235393,1,,1774.230296,5.082347209,252.297441,0.8703,0.626965404,0.02348446,0.659396325
2018-07-02,1,,1914,3.209823461,1.125163148,1,,1623.258205,3.611575071,155.6937079,0.826,0.598825536,0.021346474,0.628304
2018-07-03,1,,1680,4.185809006,0.993299653,1,,1445.640995,4.157762633,161.1412141,0.8339,0.666795041,0.017346615,0.69074989
2018-07-04,1,,1308,5.041097682,0.869403541,1,,1642.769725,4.382748173,200.8336355,0.8676,0.549374828,0.022730092,0.580249936
2018-07-05,1,,1932,5.899068323,0.878821412,1,,1767.116987,5.184227551,259.2394409,0.8802,0.588104825,0.024026753,0.621284627
2018-07-06,1,,1776,3.755258403,1.075969759,1,,1735.105734,4.040544478,185.186258,0.8216,0.674776392,0.032493931,0.720896194
2018-07-07,1,,1914,4.930617555,1.080892537,1,,1902.673577,5.329467718,272.3570973,0.8354,0.832838781,0.032105817,0.877175386
2018-07-08,1,,1662,4.68101083,1.262992365,1,,1374.607887,5.912080941,231.8542993,0.8874,0.631089828,0.026439832,0.665871994
2018-07-09,1,,2214,6.109322493,1.080402008,1,,1809.903619,6.60052429,340.5873062,0.8868,0.714705831,0.023728524,0.747473792
2018-07-10,1,,1674,5.055949821,1.085466714,1,,1606.415537,5.48806524,240.3340104,0.8479,0.786383057,0.035543205,0.834705806
2018-07-11,1,,1986,5.118821752,0.922043667,1,,1760.225956,4.719777178,228.1497446,0.8542,0.656828653,0.022523577,0.688331351
2018-07-12,1,,1860,4.808419355,1.04207458,1,,1743.009603,5.010731581,243.9340424,0.8687,0.621023562,0.026265032,0.657799459
2018-07-13,1,,2017,4.141105602,1.078034567,1,,1708.186345,4.464254986,210.2298279,0.8575,0.60663718,0.021180671,0.636286528
2018-07-14,1,,2028,5.613727811,0.709175519,1,,1844.69889,3.981118336,201.9013376,0.8551,0.547683697,0.021125045,0.576856379
2018-07-15,1,,2160,6.819305556,0.833496142,1,,1713.271414,5.683864869,280.8443449,0.897,0.563223596,0.015493267,0.585290288
2018-07-16,1,,1908,6.65091195,0.759564103,1,,1966.519013,5.051793968,269.6519804,0.8442,0.749712328,0.026789245,0.786836286
2018-07-17,1,,2305.9,4.623097706,0.965360179,1,,1880.874087,4.462954427,210.7623704,0.7809,0.945130466,0.023537615,0.977634791
2018-07-18,1,,2066,6.305546951,0.620885518,1,,1808.376138,3.915022784,179.8864377,0.7903,0.77002571,0.038052149,0.821032714
2018-07-19,1,,1633,6.788799755,0.687787809,1,,1567.494361,4.669253709,196.874305,0.8367,0.717383916,0.03381393,0.762713375
2018-07-20,1,,2987,7.234509541,0.748051071,1,,1807.859445,5.411782613,270.8397668,0.861,0.69645958,0.040893208,0.752092551
2018-07-21,1,,2097,7.94382928,0.923112993,1,,1917.439985,7.333052024,398.8910503,0.8824,0.78751846,0.054292217,0.862493426
2018-07-22,1,,2479,5.248745462,0.938208122,1,,1870.059386,4.924415623,246.6939595,0.8332,0.763706151,0.041715306,0.821313002
2018-07-23,1,,1700.69,6.041359566,1.073903822,1,,1706.186018,6.487839129,288.7757727,0.8114,1.128068825,0.069107273,1.223502678
2018-07-24,1,,2434,7.495299918,0.780411975,1,,1777.608181,5.849421811,272.9126187,0.8164,1.004116412,0.052842795,1.074163838
2018-07-25,1,,1641,6.746873857,0.801282865,1,,1480.612037,5.406154415,218.032784,0.8472,0.772633367,0.038570982,0.825898056
2018-07-26,1,,1767.63,6.888108584,0.70081486,1,,1645.789362,4.827288854,208.8889162,0.8178,0.819710049,0.043319267,0.879531895
2018-07-27,1,,2171.17,10.12186697,0.592158529,1,,1783.055404,5.993749858,299.5945799,0.8719,0.718128218,0.035854744,0.767641911
2018-07-28,1,,2215.65,6.78136601,0.937414789,1,,1786.108747,6.356952787,324.4836926,0.8889,0.676896905,0.021333183,0.706357015
2018-07-29,1,,2204.97,4.839058627,1.181041261,1,,1712.299992,5.715127904,266.2890351,0.8464,0.826965852,0.036995122,0.878054354
2018-07-30,1,,1758.72,7.801132642,0.621053075,1,,1706.499531,4.844917415,213.3130171,0.8025,0.892033038,0.048299568,0.956969421
2018-07-31,1,,2110.27,9.593227265,0.648005915,1,,1708.942325,6.216468011,292.6919196,0.8569,0.840538488,0.035343859,0.889346673
2018-08-01,1,,1796.89,6.165089516,0.723934307,1,,1445.41,4.463119807,168.8143414,0.8139,0.777517867,0.038320345,0.830436439
2018-08-02,1,,1572.54,5.887003637,0.802694796,1,,1516.491943,4.725467183,186.1349731,0.8079,0.871620832,0.026204623,0.907808168
2018-08-03,1,,2068.71,6.514106569,0.986526046,1,,1814.724281,6.426335796,330.1341542,0.8805,0.742396095,0.018537446,0.767995425
2018-08-04,1,,1676.74,4.031979794,1.176097546,1,,1651.904076,4.742001541,213.5176796,0.8478,0.705645967,0.01070485,0.721703242
2018-08-05,1,,2151.18,4.800315129,0.805356474,1,,1741.651679,3.865964867,173.3066631,0.8006,0.753209677,0.012497516,0.77094658
2018-08-06,1,,1628.37,5.544196037,0.889064366,1,,1746.118962,4.929147133,239.7556509,0.8664,0.64184092,0.01182286,0.658395799
2018-08-07,1,,1685.08,5.975900847,0.883608112,1,,1838.421201,5.280354466,275.5217688,0.875,0.63,0.03,0.66
2018-08-08,1,,1511.5,4.128783989,0.981662069,1,,1651.176772,4.053070633,179.2936908,0.8333,0.654344355,0.015453307,0.675684635
2018-08-09,1,,2449.81,4.85466824,0.877106206,1,,1806.380675,4.258059643,205.3717587,0.8305,0.700907463,0.015149357,0.721828003
2018-08-10,1,,2232.66,4.560274471,0.930739796,1,,1846.745479,4.244428931,210.4575024,0.8351,0.683259593,0.011688069,0.699833857
2018-08-11,1,,1939.67,5.152066022,0.707568344,1,,1901.243869,3.108316063,152.8368326,0.8044,0.58193569,0.017945251,0.607973787
2018-08-12,1,,1571.27,3.84108048,0.867655168,1,,1750.139358,3.645438824,167.4630314,0.8164,0.652439408,0.011870599,0.669283598
2018-08-13,1,,2472.68,3.721479811,1.136008618,1,,1880.474815,3.332733328,168.4699798,0.8361,0.521540423,0.01785683,0.546199855
2018-08-14,1,,1674.38,5.10506695,0.808171895,1,,1835.314823,4.227633136,217.9849003,0.8738,0.511029733,0.01571469,0.533393181
2018-08-15,1,,2355.2,5.357500764,0.719367094,1,,1828.977699,4.125771634,208.8816735,0.861,0.552071689,0.015546536,0.573540715
2018-08-16,1,,1874.55,4.930924275,1.049884406,1,,1808.039685,3.854009756,190.8661595,0.852,0.547645578,0.016593953,0.570561036
2018-08-17,1,,2076.36,4.480123052,1.155526409,1,,1804.324894,5.176900504,265.4972297,0.8841,0.567683166,0.023246918,0.6001787
2018-08-18,1,,1985.38,3.46507633,1.219187446,1,,1825.084164,4.22457756,212.4451274,0.857,0.58293585,0.01504974,0.604039312
2018-08-19,1,,1941.98,4.93438573,0.649181143,1,,1706.614537,3.203310169,138.9230813,0.7904,0.633938112,0.027460607,0.671400375
2018-08-20,1,,1957.32,3.788860432,0.839657736,1,,1788.241757,3.181345973,148.3873658,0.8113,0.568682706,0.023325345,0.600393808
2018-08-21,1,,1834.81,3.669063626,0.726560341,1,,1765.704095,2.66579612,125.5716472,0.8298,0.433817083,0.014680115,0.453807293
2018-08-22,1,,1604.83,4.026453187,0.678841004,1,,1750.799698,2.733321523,131.374912,0.8539,0.37829459,0.015287166,0.399405438
2018-08-23,1,,1686.34,3.979234496,0.807475881,1,,1513.230141,3.213135882,138.2930142,0.8847,0.345174869,0.345174869,0.370609388
2018-08-24,1,,2124.1,6.414609246,0.778190008,1,,1876.745989,4.991784819,277.3620936,0.9209,0.37419929,0.015087892,0.39503495
2018-08-25,1,,1877.74,3.94591264,0.971019295,1,,1815.874763,3.831557308,194.5336383,0.8696,0.481340413,0.013118843,0.49945691
2018-08-26,1,,1974.4,4.046511598,0.676193307,1,,1812.931072,2.73622406,125.2043987,0.785,0.566221073,0.015885636,0.58815838
2018-08-27,1,,1151.53,6.700244457,0.551270047,1,,1011.943602,3.693644078,102.918761,0.8564,0.508520316,0.015765856,0.530292212
2018-08-28,1,,960.75,4.66384356,0.865357241,1,,947.5516614,4.035890796,108.4909682,0.8824,0.453283654,0.015480439,0.474661403
2018-08-29,1,,1641.09,4.869644396,0.809544649,1,,1538.599511,3.942194565,172.7526626,0.8859,0.432888432,0.012529012,0.449919674
2018-08-30,1,,2019.15,4.72194552,0.737342722,1,,1808.012129,3.481692164,173.0668639,0.8551,0.48740532,0.48740532,0.504397313
2018-08-31,1,,1675.15,3.861950956,0.832687135,1,,1875.294139,3.215796876,159.7440697,0.8239,0.540659817,0.018770255,0.56629269
2018-09-01,1,,1612.27,3.533270978,0.865720943,1,,1907.4199,3.058826682,158.1081656,0.8429,0.457635943,0.016890748,0.480622832
2018-09-02,1,,1598.27,3.996205463,0.956839745,1,,1712.906611,3.823728214,182.6160874,0.8672,0.489312779,0.013506369,0.507727542
2018-09-03,1,,1348.05,5.607168483,0.467123629,1,,1838.401826,2.619240891,125.7311214,0.8121,0.471557437,0.014821199,0.492024806
2018-09-04,1,,1583.52,3.419772957,0.824887677,1,,1925.939025,2.82092857,147.1993951,0.8427,0.426035699,0.012899739,0.443690076
2018-09-05,1,,1299.63,4.123995137,0.76574587,1,,958.8622519,3.157932245,85.49678358,0.8782,0.374494623,0.007313453,0.384594153
2018-09-06,1,,1568.63,3.989588022,1.022687081,1,,1977.97082,4.080100128,233.247728,0.899,0.397006207,0.01106783,0.412290353
2018-09-07,1,,2009.61,3.574468503,1.084779634,1,,1837.907969,3.877510635,202.7277014,0.8848,0.429990523,0.012089386,0.446685388
2018-09-08,1,,1976.89,5.168576793,0.806984879,1,,1947.729841,4.170963319,226.2382341,0.8662,0.530612421,0.020452881,0.558141477
2018-09-09,1,,1445.9,5.055020439,0.990959235,1,,1626.952971,5.009319189,235.9833978,0.9006,0.479018073,0.014009775,0.497873717
2018-09-10,1,,2211.4,3.000422409,1.656978637,1,,1964.325648,4.971635833,275.8307954,0.8785,0.570420612,0.024689757,0.604079389
2018-09-11,1,,1485.44,3.587412678,1.443039777,1,,1754.865943,5.176779191,253.5457563,0.8681,0.65225734,0.022478785,0.682897215
2018-09-12,1,,2020.62,3.854653673,0.749944669,1,,1737.771894,2.890776973,122.6854707,0.7596,0.651471046,0.031875045,0.694891799
2018-09-13,1,,1400.51,4.867175943,0.690492224,1,,1649.634557,3.360747142,144.501608,0.8107,0.61359207,0.016669541,0.636200822
2018-09-14,1,,811.56,4.193812196,0.893220732,1,,827.0991275,3.746,85.71308058,0.8605,0.502,0.015,0.522714286
2018-09-15,1,,1104.15,3.662077772,0.748259915,1,,778.4094285,2.740186003,55.95482683,0.8159,0.489943148,0.01072096,0.504356255
2018-09-16,1,,2033,3.589164289,0.684651091,1,,1996.438712,2.457325245,125.192957,0.7937,0.488561416,0.013821269,0.506882633
2018-09-17,1,,1677.72,4.504393778,0.754799111,1,,1803.993188,3.399912417,172.2958915,0.8737,0.412434272,0.012532986,0.429277442
2018-09-18,1,,1924.04,4.733679385,0.771126294,1,,1904.445638,3.650264643,195.5179589,0.8748,0.443166152,0.010057951,0.457055703
2018-09-19,1,,1944.48,4.65307513,0.93910684,1,,1843.709786,4.369734683,228.0651558,0.8805,0.503811455,0.013360136,0.522261167
2018-09-20,1,,1621.88,5.430046576,0.734695777,1,,1889.905754,3.989432289,206.1848645,0.8506,0.568753885,0.020115251,0.596103855
2018-09-21,1,,2184.35,5.53220174,0.946710756,1,,1809.894026,5.23739489,270.2563481,0.8868,0.580718237,0.008978051,0.592969193
2018-09-22,1,,2170.85,5.802708587,0.875380753,1,,1978.466746,5.079579414,281.1712948,0.8702,0.64577763,0.010187536,0.659282038
2018-09-23,1,,1918.12,5.574566978,0.813454209,1,,1841.569542,4.534654971,226.0911049,0.8421,0.699575822,0.012236678,0.716051046
2018-09-24,1,,1774.3,7.675626989,0.641919232,1,,1955.838333,4.927132581,264.6668373,0.8542,0.702006416,0.012187942,0.718162526
2018-09-25,1,,1322.19,5.502107235,0.885544174,1,,1466.329099,4.872359007,193.1747335,0.841,0.755659015,0.013840804,0.774772505
2018-09-26,1,,2431.03,4.330807922,0.875969414,1,,2000.583344,3.793655278,197.5961699,0.8098,0.71171324,0.007447177,0.721585079
2018-09-27,1,,1993.24,4.40786565,0.797474163,1,,1982.198311,3.515158969,179.0664253,0.7993,0.691226046,0.010377388,0.705353044
2018-09-28,1,,2221.32,4.084693467,0.827724751,1,,1996.013023,3.381001884,176.3705126,0.8129,0.621584879,0.008124604,0.632652962
2018-09-29,1,,1688.46,3.474825824,1.192646643,1,,1959.482109,4.144239353,227.5009887,0.8714,0.522417669,0.00789543,0.533041797
2018-09-30,1,,1702.31,4.009058564,0.86016962,1,,1855.289821,3.448470383,174.9783555,0.8507,0.505886573,0.006683581,0.514999172
2018-10-01,1,,1788.1,3.456358379,0.85143349,1,,1710.840628,2.942859279,135.5850279,0.8376,0.463113105,0.010975641,0.477890394
2018-10-02,1,,1872.48,3.901310247,0.771049293,1,,1704.379203,3.008102509,138.1875894,0.8383,0.477930734,0.006239168,0.486294169
2018-10-03,1,,1907.68,3.6738581,0.805764497,1,,1983.294358,2.960264424,162.2049747,0.8593,0.40821361,0.005960764,0.416445142
2018-10-04,1,,1961.35,4.194371893,0.79090587,1,,1724.612148,3.317353352,158.6365509,0.8624,0.448175658,0.005906408,0.456332126
2018-10-05,1,,1952.54,4.16382157,0.732445755,1,,1823.290527,3.049773435,153.2424312,0.8572,0.429449527,0.00446241,0.435611902
2018-10-06,1,,2077.3,4.771815093,1.081727306,1,,2000.610481,5.161802685,304.4476321,0.917,0.420522202,0.005816131,0.428554002
2018-10-07,1,,2028.3,3.780206788,0.953997633,1,,1980.837733,3.606308327,190.6185394,0.83,0.59914632,0.010432629,0.613178884
2018-10-08,1,,1947.04,3.403201839,0.990139097,1,,1823.904102,3.369643194,158.6973352,0.8031,0.641405263,0.016340218,0.663337221
2018-10-09,1,,1741.4,4.650139922,0.871574699,1,,1640.59423,4.052944301,179.4041109,0.8392,0.643510366,0.005915423,0.651679284
2018-10-10,1,,835.14,4.143684479,0.809024102,1,,798.218752,3.352340613,74.37318332,0.8645,0.440542635,0.009965907,0.454305079
2018-10-11,1,,2265.75,4.11149189,0.896166257,1,,2043.626633,3.684580299,209.5723058,0.8657,0.483840515,0.008373905,0.494940808
2018-10-12,1,,1953.93,3.66920653,0.861852045,1,,1834.882512,3.162313153,157.7874758,0.8458,0.474694462,0.009466607,0.487622692
2018-10-13,1,,1988.29,4.157681874,0.805362015,1,,1910.054859,3.34843905,174.7144884,0.8497,0.497053501,0.004644612,0.503373075
2018-10-14,1,,1962.92,4.173919974,0.916219347,1,,1805.060405,3.824226233,190.5708496,0.8587,0.52984057,0.007772332,0.540446696
2018-10-15,1,,1647.31,4.238944659,0.850804054,1,,1856.007941,3.6065113,180.9821323,0.841,0.554899619,0.014078733,0.573562126
2018-10-16,1,,1884.44,4.683728956,1.050483427,1,,1651.253291,4.920179643,228.2504547,0.8738,0.611799529,0.006611031,0.62078593
2018-10-17,1,,1838.22,3.646476875,1.197904364,1,,1764.491394,4.36813056,211.9236047,0.8552,0.623609205,0.006406206,0.632455871
2018-10-18,1,,1498.36,5.210317739,0.843575884,1,,1373.129946,4.395298392,164.2724689,0.8466,0.658915318,0.011457314,0.674274937
2018-10-19,1,,1978.06,6.010896234,1.031969788,1,,2019.37282,6.203063309,359.4951052,0.8926,0.651649349,0.010334169,0.665920343
2018-10-20,1,,1856,5.21,1.007431225,1,,2023.404251,5.248716684,291.5825823,0.854,0.74740286,0.014258427,0.766548158
2018-10-21,1,,2190,4.52,0.971656597,1,,2012.07318,4.391887819,228.7190118,0.805,0.829383717,0.020012258,0.856250122
2018-10-22,1,,1638.63,4.945143759,1.010177201,1,,1874.776239,4.995471481,249.9991302,0.8303,0.819185335,0.021629958,0.847857605
2018-10-23,1,,2074.09,4.53995748,1.013818829,1,,1736.72017,4.602694375,207.4050755,0.807,0.862334233,0.019004474,0.888207796
2018-10-24,1,,1648.89,4.660701848,0.949675094,1,,1802.373773,4.426152467,212.95376,0.8303,0.734128748,0.01253191,0.751217016
2018-10-25,1,,1943.2,5.144821017,0.953343959,1,,1949.831243,4.904784034,261.8332866,0.8516,0.717929322,0.007525305,0.728047377
2018-10-26,1,,2203.21,4.039377318,0.985173781,1,,1948.058926,3.979488626,204.9905447,0.8225,0.689430267,0.012707589,0.706526334
2018-10-27,1,,1715.84,4.940193274,0.933555873,1,,1841.393533,4.611946444,228.7541673,0.8378,0.735561082,0.009237875,0.747994977
2018-10-28,1,,1962.34,4.04,1.016754001,1,,1887.045511,4.107686165,202.6839682,0.8133,0.756100131,0.008161154,0.766918405
2018-10-29,1,,1707.97,3.55,1.079340866,1,,1883.408779,3.831660073,188.7574808,0.8135,0.705075133,0.007057252,0.714430095
2018-10-30,1,,870.57,3.7,0.948712372,1,,1092.598183,3.510235775,96.69893967,0.7842,0.75,0.005629334,0.757462141
2018-10-31,1,,1958.23,3.753017317,0.958983615,1,,1996.351958,3.599082114,190.5488028,0.8249,0.622402676,0.005957364,0.630299647
2018-11-01,1,,1481.77,3.081897148,1.246236142,1,,1627.733922,3.840771612,169.1536458,0.8416,0.597583741,0.007908315,0.608504747
2018-11-02,1,,1576.24,3.88,0.821614173,1,,1607.002557,3.187862992,134.4707566,0.8164,0.578234082,0.005041324,0.585184385
2018-11-03,1,,2103,3.06,1.041762857,1,,1707.453154,3.187794342,144.2242594,0.8242,0.553420869,0.005169848,0.560560183
2018-11-04,1,,1438,3.46,0.86533503,1,,1555.617919,2.994059205,122.6278463,0.8189,0.534978447,0.005175873,0.542200576
2018-11-05,1,,1535.11,3.407412368,0.889311268,1,,1847.323398,3.030250212,152.3541623,0.8465,0.459066914,0.004335201,0.465053619
2018-11-06,1,,1806,3.55,0.832632606,1,,1726.294872,2.955845752,136.806516,0.8339,0.48664783,0.003149337,0.490935766
2018-11-07,1,,1427.71,3.603090474,0.997772221,1,,1260.066098,3.595063584,125.7228161,0.8632,0.487035448,0.003301111,0.491718755
2018-11-08,1,,1103.44,3.637034147,0.843444426,1,,1142.000879,3.067636179,97.02770003,0.8615,0.420310765,0.003390435,0.424992794
2018-11-09,1,,1059.23,3.858656288,0.893010222,1,,1177.642111,3.44581951,114.1870482,0.8752,0.424777985,0.003698522,0.429948372
2018-11-10,1,,966.03,4.345757214,0.964398424,1,,1115.193324,4.19104141,131.9354547,0.878,0.506899029,0.003123401,0.511271877
2018-11-11,1,,977.42,5.312437545,0.903799851,1,,912.0939453,4.801380263,126.5089968,0.8985,0.480219361,0.005106642,0.48727139
2018-11-12,1,,1037.92,5.103954368,0.892541576,1,,1372.761521,4.555491478,176.4698743,0.8777,0.549648318,0.00539986,0.557105267
2018-11-13,1,,1553.63,4.699333698,0.869563145,1,,1736.348288,4.08636739,198.7165458,0.8711,0.519456665,0.005262813,0.526724359
2018-11-14,1,,1708.66,4.02502251,0.960922807,1,,1907.644216,3.86773593,203.2702393,0.8569,0.545197047,0.006,0.553482761
2018-11-15,1,,2095.17,4.254334445,0.894371295,1,,1988.626329,3.804954607,203.9636674,0.8384,0.603469887,0.008219683,0.614820878
2018-11-16,1,,1772.84,4.121715153,0.976856644,1,,1953.540116,4.026324832,220.8867191,0.8735,0.498707567,0.007988359,0.509453071
2018-11-17,1,,1985,3.43,0.98103077,1,,1961.768707,3.364935542,180.0484396,0.8483,0.504249196,0.004496779,0.510298999
2018-11-18,1,,2129.67,3.37,0.940396476,1,,2012.563524,3.169136126,162.9425074,0.7946,0.637043969,0.010313007,0.650913859
2018-11-19,1,,1822.89,3.335624929,1.101499946,1,,1856.876654,3.674190678,182.9119009,0.8339,0.591269139,0.014383737,0.610335954
2018-11-20,1,,1795.15,4.24,0.838417702,1,,1428.859108,3.554891055,139.7373035,0.8557,0.506781843,0.004751352,0.513080148
2018-11-21,1,,1873.78,3.95,0.957360559,1,,1949.779866,3.781574208,203.2850381,0.8575,0.531870839,0.005157495,0.538707518
2018-11-22,1,,1626.06,4.29,0.973812498,1,,1939.50763,4.177655618,221.4245754,0.85,0.61903904,0.005789526,0.626713527
2018-11-23,1,,1731.59,3.826384106,0.952686372,1,,1934.143109,3.64534399,183.7819545,0.8107,0.677425729,0.009406361,0.689894626
2018-11-24,1,,1853.5,3.406250152,0.874425109,1,,1806.704705,2.978510661,130.3190763,0.7532,0.721725703,0.010006377,0.734989969
2018-11-25,1,,1959.54,3.535332181,0.830001312,1,,1896.370765,2.934330347,133.703233,0.7473,0.73005444,0.008547193,0.74138444
2018-11-26,1,,1860.61,3.37,0.7884827,1,,1803.206859,2.657186699,122.7694256,0.797,0.532735711,0.004925728,0.539537906
2018-11-27,1,,1655.5,3.34,1.191695874,1,,1724.262036,3.980264221,190.1976913,0.862,0.540949187,0.00632925,0.549339124
2018-11-28,1,,1845.17,3.304952353,0.954965243,1,,1805.031028,3.156114626,150.6814298,0.8227,0.547167602,0.00940792,0.559638565
2018-11-29,1,,1745.66,2.644995016,1.217312273,1,,1805.715288,3.219784895,154.2571818,0.8252,0.551447558,0.00836832,0.562700312
2018-11-30,1,,2021.08,3.392595129,0.999168067,1,,1906.998518,3.389772718,173.9185335,0.8368,0.537885875,0.011499302,0.553129136
2018-12-01,1,,1962.46,4.522746145,0.90583751,1,,1501.669486,4.096873107,170.8456581,0.8637,0.548126758,0.007303818,0.558212983
2018-12-02,1,,1693.02,4.977583785,0.849563611,1,,1910.19105,4.228774055,228.5083183,0.8799,0.500915751,0.005122702,0.507989959
2018-12-03,1,,2107.72,3.600876651,0.961950145,1,,1885.992844,3.463863818,176.1992859,0.8389,0.549859722,0.005903851,0.558012659
2018-12-04,1,,1815.44,2.640806884,1.083002327,1,,1806,2.86,133,0.8007,0.56,0.008,0.57
2018-12-05,1,,419.5,3.026470487,0.940183042,1,,574.8160335,2.84543623,44.0267706,0.8372,0.452041387,0.008031144,0.463132015
2018-12-06,1,,972,4.42,0.803840538,1,,821.3591055,3.552975179,78.46207386,0.8363,0.570446364,0.008406478,0.58174725
2018-12-07,1,,1625.015824,5.2477161,0.807761151,1,,1274.244523,4.238901199,153.9802491,0.8867,0.470544694,0.007390237,0.480341055
2018-12-08,1,,1687.02,6.102904135,0.906058892,1,,1877.579581,5.529590556,298.572781,0.8945,0.569992035,0.009394346,0.583510728
2018-12-09,1,,1726.73,5.041870123,1.192719183,1,,1834.207035,6.013535211,319.4783479,0.9009,0.58477457,0.008181012,0.595992587
2018-12-10,1,,1619.77,4.729182774,0.979240875,1,,1912.514485,4.631009078,228.6298746,0.8029,0.901941392,0.007951386,0.912768322
2018-12-11,1,,935.4518101,4.725964046,0.856472462,1,,1213.015819,4.047658062,120.1301677,0.761,0.951282098,0.01190391,0.967344836
2018-12-12,1,,1828.74,4.6411987,0.896785275,1,,1897.365598,4.162158651,204.3067517,0.8047,0.796508037,0.012087441,0.812959605
2018-12-13,1,,1794.780113,4.419307442,0.858718836,1,,1897.567386,3.794942544,180.506085,0.7796,0.814931927,0.016061168,0.836222312
2018-12-14,1,,1887.09,5.9295407,0.8146268,1,,1834.92857,4.830362766,241.7900517,0.8485,0.715425952,0.012051984,0.731828906
2018-12-15,1,,1677.88,5.834743766,0.929167058,1,,1813.090905,5.4214517,269.4099136,0.8525,0.785994158,0.010230047,0.7997357
2018-12-16,1,,1608.78,4.803840209,0.94151364,1,,1806.415756,4.522881082,207.7080259,0.7907,0.919059803,0.019855875,0.946491449
2018-12-17,1,,914.91,5.205056454,0.732474566,1,,860.068356,3.812571469,78.555125,0.7451,0.949292586,0.016496103,0.971705027
2018-12-18,1,,1048.84,4.913642047,0.911459386,1,,1307.764238,4.478585164,147.8919074,0.7854,0.939821189,0.015991749,0.961165274
2018-12-19,1,,1456.49,5.499743688,1.087164287,1,,1862.452744,5.979124925,309.0518411,0.8632,0.796242014,0.016315629,0.817869709
2018-12-20,1,,1501.61,4.900391139,0.855398046,1,,1806.01924,4.191785004,191.4079038,0.7864,0.872368976,0.017080225,0.895333005
2018-12-21,1,,1248.57,4.629429237,1.086423202,1,,1673.561299,5.029519337,218.7475927,0.8083,0.946437132,0.013081551,0.964047846
2018-12-22,1,,2304.01,4.050679895,0.912159476,1,,1863.894377,3.69486605,165.4637247,0.7473,0.900849736,0.024790241,0.933711219
2018-12-23,1,,1619.18,4.098919361,0.809772225,1,,1969.066594,3.31919105,156.1390488,0.7431,0.822894752,0.022566735,0.852808796
2018-12-24,1,,1658.2,3.1859975,1.082748872,1,,1915.298762,3.4496352,170.2316215,0.8014,0.660058803,0.01942884,0.685158271
2018-12-25,1,,1755.93,3.596365046,0.906603769,1,,1899.355564,3.260478107,163.1871591,0.8196,0.574229527,0.010505165,0.588154979
2018-12-26,1,,1789.61,3.332733,0.913446465,1,,1825.421549,3.044273176,148.1428435,0.8292,0.508054781,0.008699857,0.520055723
2018-12-27,1,,2163.18,4.636433943,0.831356107,1,,1998.768702,3.854527671,215.2825535,0.8691,0.493837127,0.008002238,0.504444745
2018-12-28,0,,,,0,1,,1921.612592,4.342826132,232.0731394,0.865,0.567371287,0.014204447,0.586456652
2018-12-29,0,,,,0,1,,1897.078145,4.907046988,258.3369734,0.8632,0.655314157,0.01212782,0.67148923
2018-12-30,0,,,,0,1,,1741.048301,3.395923025,153.6189997,0.8081,0.628546205,0.017352629,0.651548528
2018-12-31,0,,,,0,1,,1860.369307,3.100727825,143.6576819,0.7746,0.687427115,0.008667172,0.698916157
